state,county,Donald Trump,Right_Joe Biden,Sum_total_votes,Trump ratio,Biden ratio
Illinois,Douglas County,6227,2335,8760,0.710844749,0.266552511
Illinois,DuPage County,193611,281222,485064,0.399145267,0.57976267
Illinois,Edgar County,6193,1887,8196,0.755612494,0.230234261
Illinois,Edwards County,2833,488,3368,0.841152019,0.144893112
Illinois,Effingham County,15006,3716,19083,0.786354347,0.194728292
Illinois,Fayette County,8055,1826,10076,0.799424375,0.181222707
Illinois,Ford County,5048,1754,6967,0.724558634,0.251758289
Illinois,Franklin County,13622,4760,18669,0.729658793,0.254968129
Illinois,Fulton County,9867,6503,16724,0.589990433,0.388842382
Illinois,Gallatin County,2019,622,2675,0.754766355,0.232523364
Illinois,Greene County,4770,1349,6227,0.76601895,0.216637225
Illinois,Grundy County,16523,9626,26753,0.617612978,0.359810115
Illinois,Hamilton County,3432,824,4323,0.79389313,0.190608374
Illinois,Hancock County,6906,2315,9383,0.736011936,0.246722797
Illinois,Hardin County,1691,449,2162,0.782146161,0.207678076
Illinois,Henderson County,2394,1187,3656,0.654814004,0.324671772
Illinois,Henry County,15300,9797,25700,0.595330739,0.381206226
Illinois,Iroquois County,10877,2908,14044,0.774494446,0.207063515
Illinois,Jackson County,10890,11181,22716,0.479397781,0.492208135
Illinois,Jasper County,4494,1007,5586,0.804511278,0.180272109
Illinois,Jefferson County,12476,4608,17436,0.715531085,0.264280798
Illinois,Jersey County,8712,2961,11960,0.728428094,0.247575251
Illinois,Jo Daviess County,7166,5109,12495,0.573509404,0.408883553
Illinois,Johnson County,5059,1281,6450,0.784341085,0.198604651
Illinois,Kane County,96775,130166,231876,0.417356691,0.561360382
Illinois,Kankakee County,28532,20271,50039,0.570195248,0.405104019
Illinois,Kendall County,29492,33168,64205,0.459341173,0.516595281
Illinois,Knox County,12009,10703,23205,0.517517776,0.461236802
Illinois,LaSalle County,30113,22442,53683,0.56094108,0.418046681
Illinois,Lake County,123594,204032,334156,0.369869163,0.610589066
Illinois,Lawrence County,4886,1419,6422,0.760822174,0.220959203
Illinois,Lee County,9630,6407,16440,0.585766423,0.389720195
Illinois,Livingston County,12208,4615,17174,0.71084197,0.268720158
Illinois,Logan County,9136,3840,13294,0.687227321,0.288852114
Illinois,Macon County,28589,19847,49387,0.578877032,0.401866888
Illinois,Macoupin County,16153,7365,24070,0.671084337,0.305982551
Illinois,Madison County,76031,57836,137558,0.55271958,0.420448102
Illinois,Marion County,12678,4524,17492,0.724788475,0.258632518
Illinois,Marshall County,4197,2005,6345,0.661465721,0.315996848
Illinois,Mason County,4654,1985,6766,0.68785102,0.293378658
Illinois,Massac County,4997,1725,6818,0.732912878,0.253006747
Illinois,McDonough County,7027,4992,12285,0.571998372,0.406349206
Illinois,McHenry County,82260,78154,164578,0.499823792,0.474875135
Illinois,McLean County,40502,43933,87389,0.463467942,0.502729176
Illinois,Menard County,4764,2022,6954,0.685073339,0.290767903
Illinois,Mercer County,5418,3280,8914,0.607807943,0.367960512
Illinois,Monroe County,14142,6569,21206,0.66688673,0.30977082
Illinois,Montgomery County,9544,3905,13761,0.693554248,0.283772982
Illinois,Morgan County,9950,5076,15333,0.648927151,0.331050675
Illinois,Moultrie County,4964,1662,6744,0.736061684,0.246441281
Illinois,Ogle County,16248,9428,26340,0.616856492,0.3579347
Illinois,Peoria County,38252,43578,83973,0.455527372,0.51895252
Illinois,Perry County,7313,2612,10071,0.726144375,0.259358554
Illinois,Piatt County,6248,3329,9851,0.63425033,0.337935235
Illinois,Pike County,6332,1484,7965,0.794978029,0.186315129
Illinois,Pope County,1722,433,2175,0.791724138,0.19908046
Illinois,Pulaski County,1699,891,2631,0.645762068,0.338654504
Illinois,Putnam County,1993,1338,3390,0.587905605,0.394690265
Illinois,Randolph County,11076,3592,14910,0.742857143,0.24091214
Illinois,Richland County,6089,1830,8063,0.755177973,0.226962669
Illinois,Rock Island County,28603,36691,66817,0.42807968,0.549126719
Illinois,Saline County,8103,2789,11089,0.730724141,0.251510506
Illinois,Sangamon County,53485,48917,104751,0.510591784,0.466983609
Illinois,Schuyler County,2773,1068,3918,0.707759061,0.272588055
Illinois,Scott County,2114,572,2741,0.771251368,0.208682962
Illinois,Shelby County,9426,2504,12097,0.779201455,0.206993469
Illinois,St. Clair County,57150,68325,128104,0.446121901,0.533355711
Illinois,Stark County,2004,815,2886,0.694386694,0.282397782
Illinois,Stephenson County,12521,9055,22048,0.567897315,0.410694848
Illinois,Tazewell County,42513,24819,69051,0.61567537,0.359429987
Illinois,Union County,6161,2579,8904,0.691936208,0.289645103
Illinois,Vermilion County,20725,10323,31642,0.654983882,0.3262436
Illinois,Wabash County,4237,1253,5607,0.755662565,0.223470662
Illinois,Warren County,4676,3090,7924,0.590106007,0.389954568
Illinois,Washington County,6115,1641,7921,0.771998485,0.207170812
Illinois,Wayne County,7176,1187,8499,0.844334628,0.13966349
Illinois,White County,5791,1517,7431,0.77930292,0.204144799
Illinois,Whiteside County,14527,12253,27375,0.530666667,0.447598174
Illinois,Will County,155116,183915,346266,0.447967747,0.531137911
Illinois,Williamson County,22801,10206,33729,0.676005811,0.302588277
Illinois,Winnebago County,60861,64056,127710,0.47655626,0.501573878
Illinois,Woodford County,14799,6160,21498,0.688389618,0.286538283
Indiana,Adams County,10686,3236,14209,0.752058554,0.22774298
Indiana,Allen County,92083,73189,169082,0.544605576,0.432860979
Indiana,Bartholomew County,22410,12934,36235,0.618462812,0.356947702
Indiana,Benton County,3007,1009,4114,0.730918814,0.245260088
Indiana,Blackford County,3841,1376,5350,0.717943925,0.257196262
Indiana,Boone County,22351,15244,38520,0.580244029,0.395742471
Indiana,Brown County,5777,3036,8981,0.643246854,0.338046988
Indiana,Carroll County,7086,2224,9495,0.74628752,0.234228541
Indiana,Cass County,10552,4304,15198,0.694301882,0.283195157
Indiana,Clark County,33668,23093,57869,0.581796817,0.39905649
Indiana,Clay County,9499,2552,12267,0.774353958,0.208037825
Indiana,Clinton County,9334,3361,12949,0.720827863,0.259556723
Indiana,Crawford County,3483,1355,4944,0.704490291,0.274069579
Indiana,Daviess County,9576,2169,11954,0.801070771,0.181445541
Indiana,DeKalb County,14237,4966,19628,0.725341349,0.25300591
Indiana,Dearborn County,19528,5446,25383,0.769333806,0.214553047
Indiana,Decatur County,9575,2439,12287,0.779278913,0.198502482
Indiana,Delaware County,26827,20474,48191,0.556680708,0.424851113
Indiana,Dubois County,15033,6292,21770,0.690537437,0.289021589
Indiana,Elkhart County,46972,26108,74387,0.631454421,0.350975305
Indiana,Fayette County,7755,2237,10136,0.765094712,0.2206985
Indiana,Floyd County,23400,17511,41802,0.559781829,0.418903402
Indiana,Fountain County,6154,1629,7986,0.770598547,0.203981968
Indiana,Franklin County,9691,2137,12000,0.807583333,0.178083333
Indiana,Fulton County,6694,2280,9147,0.731824642,0.249262053
Indiana,Gibson County,11817,4023,16161,0.731204752,0.248932616
Indiana,Grant County,18543,8015,27159,0.682757097,0.295113959
Indiana,Greene County,11103,3389,14784,0.75101461,0.229234307
Indiana,Hamilton County,101587,88390,193999,0.523647029,0.455620905
Indiana,Hancock County,28996,12895,42911,0.675724173,0.300505698
Indiana,Harrison County,14565,5343,20236,0.719756869,0.264034394
Indiana,Hendricks County,53802,32604,88505,0.607897859,0.368385967
Indiana,Henry County,15043,5544,21030,0.71531146,0.263623395
Indiana,Howard County,26449,13303,40630,0.650972188,0.327418164
Indiana,Huntington County,13147,4255,17829,0.737394133,0.238656122
Indiana,Jackson County,14555,4302,19238,0.756575528,0.223619919
Indiana,Jasper County,11383,3798,15475,0.735573506,0.24542811
Indiana,Jay County,6361,1926,8461,0.751802387,0.227632668
Indiana,Jefferson County,9663,4731,14697,0.657481119,0.321902429
Indiana,Jennings County,9490,2523,12251,0.774630642,0.205942372
Indiana,Johnson County,51219,24736,77618,0.659885594,0.318688964
Indiana,Knox County,11655,4067,16011,0.727937043,0.254012866
Indiana,Kosciusko County,26499,8364,35787,0.740464414,0.233716154
Indiana,LaGrange County,8110,2355,10633,0.762719834,0.221480297
Indiana,LaPorte County,25997,22427,49392,0.526340298,0.454061386
Indiana,Lake County,91760,124870,219956,0.417174344,0.56770445
Indiana,Lawrence County,15601,4961,21025,0.742021403,0.235957194
Indiana,Madison County,31215,19524,51793,0.602687622,0.376962138
Indiana,Marion County,134175,247772,389619,0.344374889,0.635934079
Indiana,Marshall County,13844,5712,19927,0.694735786,0.286646259
Indiana,Martin County,4029,1011,5144,0.783242613,0.196539658
Indiana,Miami County,10925,3235,14473,0.754853866,0.223519657
Indiana,Monroe County,22071,39861,63151,0.349495653,0.631201406
Indiana,Montgomery County,12659,4213,17198,0.736073962,0.244970345
Indiana,Morgan County,27512,7781,36159,0.760861749,0.215188473
Indiana,Newton County,4942,1509,6591,0.749810347,0.228948566
Indiana,Noble County,14195,4660,19190,0.739708181,0.24283481
Indiana,Ohio County,2392,750,3164,0.756005057,0.237041719
Indiana,Orange County,6432,2224,8832,0.72826087,0.251811594
Indiana,Owen County,7286,2420,9904,0.735662359,0.244345719
Indiana,Parke County,5398,1503,7011,0.769932962,0.214377407
Indiana,Perry County,5345,3203,8722,0.612818161,0.367232286
Indiana,Pike County,4692,1415,6220,0.754340836,0.227491961
Indiana,Porter County,45008,39746,86509,0.520269567,0.459443526
Indiana,Posey County,9206,3811,13236,0.69552735,0.287926866
Indiana,Pulaski County,4246,1463,5806,0.731312435,0.25198071
Indiana,Putnam County,12278,3946,16597,0.739772248,0.237753811
Indiana,Randolph County,8312,2513,11070,0.750858175,0.227009937
Indiana,Ripley County,11261,2774,14271,0.789082755,0.194380212
Indiana,Rush County,6035,1754,7932,0.760842158,0.221129602
Indiana,Scott County,7328,2698,10161,0.721188859,0.265525047
Indiana,Shelby County,14568,5023,19991,0.728727928,0.251263068
Indiana,Spencer County,7357,3213,10769,0.683164639,0.298356393
Indiana,St. Joseph County,53164,59896,115238,0.461340877,0.519759107
Indiana,Starke County,7466,2650,10290,0.725558795,0.257531584
Indiana,Steuben County,11327,4513,16162,0.70084148,0.279235243
Indiana,Sullivan County,6691,2153,8994,0.743940405,0.23938181
Indiana,Switzerland County,3133,964,4154,0.754212807,0.232065479
Indiana,Tippecanoe County,34581,35017,71448,0.484002351,0.490104692
Indiana,Tipton County,6110,1834,8116,0.752833908,0.225973386
Indiana,Union County,2688,736,3483,0.771748493,0.211312087
Indiana,Vanderburgh County,41844,34415,77662,0.538796323,0.443138214
Indiana,Vermillion County,5184,2145,7481,0.692955487,0.286726373
Indiana,Vigo County,24545,18123,43594,0.563036198,0.415722347
Indiana,Wabash County,10762,3494,14573,0.738488986,0.239758457
Indiana,Warren County,3401,974,4472,0.760509839,0.217799642
Indiana,Warrick County,21326,11923,33829,0.630405865,0.352449082
Indiana,Washington County,9114,2784,12139,0.750803196,0.229343439
Indiana,Wayne County,17567,9524,27679,0.634668883,0.344087575
Indiana,Wells County,10855,2928,14050,0.772597865,0.208398577
Indiana,White County,7957,3032,11166,0.712609708,0.271538599
Indiana,Whitley County,12862,4234,17556,0.732627022,0.24117111
Iowa,Adair County,2917,1198,4177,0.698348097,0.286808714
Iowa,Adams County,1530,590,2160,0.708333333,0.273148148
Iowa,Allamakee County,4735,2576,7422,0.637968203,0.34707626
Iowa,Appanoose County,4512,1891,6516,0.692449355,0.290208717
Iowa,Audubon County,2295,1071,3420,0.671052632,0.313157895
Iowa,Benton County,9188,5160,14642,0.627509903,0.352410873
Iowa,Black Hawk County,29640,35647,66593,0.445091826,0.535296503
Iowa,Boone County,8695,6303,15340,0.566818774,0.410886571
Iowa,Bremer County,8294,5958,14546,0.570191118,0.40959714
Iowa,Buchanan County,6420,4169,10774,0.595878968,0.386950065
Iowa,Buena Vista County,5056,2961,8167,0.619076772,0.36255663
Iowa,Butler County,5542,2424,8098,0.68436651,0.299333169
Iowa,Calhoun County,3689,1470,5258,0.701597566,0.279573983
Iowa,Carroll County,7737,3454,11335,0.682576092,0.304719894
Iowa,Cass County,4969,2201,7276,0.682930181,0.302501374
Iowa,Cedar County,6161,4337,10703,0.575633,0.405213492
Iowa,Cerro Gordo County,12442,10941,23801,0.522751145,0.459686568
Iowa,Cherokee County,4495,1936,6518,0.68962872,0.297023627
Iowa,Chickasaw County,4308,2233,6631,0.649675765,0.336751621
Iowa,Clarke County,3144,1466,4670,0.673233405,0.31391863
Iowa,Clay County,6137,2662,8969,0.684245735,0.296800089
Iowa,Clayton County,6106,3340,9594,0.636439441,0.348134251
Iowa,Clinton County,13361,10812,24687,0.541216025,0.437963301
Iowa,Crawford County,4854,2220,7154,0.678501538,0.310315907
Iowa,Dallas County,27987,26879,56022,0.499571597,0.479793652
Iowa,Davis County,3032,1013,4102,0.739151633,0.246952706
Iowa,Decatur County,2615,1120,3804,0.68743428,0.294426919
Iowa,Delaware County,6666,3157,10003,0.66640008,0.315605318
Iowa,Des Moines County,10592,8893,19956,0.530767689,0.445630387
Iowa,Dickinson County,7438,3661,11244,0.66150836,0.325595873
Iowa,Dubuque County,27214,25657,53926,0.504654527,0.475781627
Iowa,Emmet County,3265,1520,4853,0.672779724,0.313208325
Iowa,Fayette County,6145,3835,10186,0.60327901,0.376497153
Iowa,Floyd County,4732,3172,8032,0.589143426,0.394920319
Iowa,Franklin County,3422,1626,5130,0.66705653,0.316959064
Iowa,Fremont County,2711,1080,3857,0.702877884,0.280010371
Iowa,Greene County,3223,1769,5057,0.637334388,0.349812142
Iowa,Grundy County,4929,2206,7276,0.677432655,0.303188565
Iowa,Guthrie County,4272,1985,6371,0.670538377,0.311568043
Iowa,Hamilton County,4956,2843,7943,0.623945612,0.357925217
Iowa,Hancock County,4390,1683,6172,0.711276734,0.272683085
Iowa,Hardin County,5850,2976,8989,0.650795417,0.331071309
Iowa,Harrison County,5569,2440,8155,0.68289393,0.299202943
Iowa,Henry County,6507,3275,9982,0.651873372,0.328090563
Iowa,Howard County,3127,1772,4958,0.630697862,0.357402178
Iowa,Humboldt County,3819,1442,5327,0.716913835,0.270696452
Iowa,Ida County,2880,917,3849,0.748246298,0.2382437
Iowa,Iowa County,6009,3547,9742,0.616813796,0.364093615
Iowa,Jackson County,6940,4029,11135,0.623259991,0.361832061
Iowa,Jasper County,12084,7737,20184,0.598692033,0.383323424
Iowa,Jefferson County,4443,4319,8959,0.495925885,0.482085054
Iowa,Johnson County,22925,59177,83851,0.273401629,0.705739943
Iowa,Jones County,6572,4213,10989,0.598052598,0.383383383
Iowa,Keokuk County,3797,1414,5303,0.716009806,0.266641524
Iowa,Kossuth County,6275,2696,9090,0.690319032,0.296589659
Iowa,Lee County,9773,6541,16734,0.584020557,0.390880841
Iowa,Linn County,53364,70874,127458,0.418679094,0.556057682
Iowa,Louisa County,3500,1726,5332,0.656414104,0.323705926
Iowa,Lucas County,3287,1284,4630,0.709935205,0.277321814
Iowa,Lyon County,5707,1067,6863,0.831560542,0.155471368
Iowa,Madison County,6507,3134,9824,0.662357492,0.319014658
Iowa,Mahaska County,8297,2894,11404,0.727551736,0.253770607
Iowa,Marion County,12663,6178,19232,0.65843386,0.321235441
Iowa,Marshall County,9571,8176,18136,0.527734892,0.450816056
Iowa,Mills County,5585,2508,8268,0.675495888,0.303338171
Iowa,Mitchell County,3677,2053,5822,0.631569907,0.352627963
Iowa,Monona County,3248,1407,4728,0.686971235,0.297588832
Iowa,Monroe County,2975,1078,4088,0.727739726,0.26369863
Iowa,Montgomery County,3659,1583,5327,0.686878168,0.297165384
Iowa,Muscatine County,10823,9372,20671,0.523583765,0.453388806
Iowa,O'Brien County,5861,1569,7551,0.776188584,0.207787048
Iowa,Osceola County,2690,601,3328,0.808293269,0.180588942
Iowa,Page County,5319,2086,7528,0.706562168,0.277098831
Iowa,Palo Alto County,3370,1519,4958,0.67970956,0.306373538
Iowa,Plymouth County,10492,3494,14188,0.739498167,0.246264449
Iowa,Pocahontas County,2826,933,3823,0.739210044,0.244049176
Iowa,Polk County,106800,146250,258755,0.412745647,0.565206469
Iowa,Pottawattamie County,26247,18575,45744,0.573780168,0.406064183
Iowa,Poweshiek County,5657,4306,10140,0.557889546,0.424654832
Iowa,Ringgold County,1968,709,2714,0.725128961,0.261238025
Iowa,Sac County,4061,1389,5535,0.73369467,0.250948509
Iowa,Scott County,43683,46926,92599,0.471743755,0.506765732
Iowa,Shelby County,4697,1959,6795,0.691243561,0.288300221
Iowa,Sioux County,15680,3019,19051,0.823053908,0.158469372
Iowa,Story County,20340,29175,51038,0.398526588,0.571632901
Iowa,Tama County,5303,3577,9048,0.586096375,0.395335986
Iowa,Taylor County,2463,746,3249,0.758079409,0.22960911
Iowa,Union County,4010,2061,6185,0.648342765,0.333225546
Iowa,Van Buren County,2859,875,3791,0.754154577,0.230809813
Iowa,Wapello County,9516,5821,15633,0.608712339,0.372353355
Iowa,Warren County,17782,12574,31039,0.572892168,0.405103257
Iowa,Washington County,6971,4561,11765,0.592520187,0.387675308
Iowa,Wayne County,2338,727,3109,0.752010293,0.233837247
Iowa,Webster County,10938,6613,17822,0.613735832,0.371058243
Iowa,Winnebago County,3707,2135,5970,0.620938023,0.357621441
Iowa,Winneshiek County,6235,5617,12064,0.516826923,0.465600133
Iowa,Woodbury County,25736,18704,45362,0.567347119,0.412327499
Iowa,Worth County,2738,1596,4418,0.619737438,0.361249434
Iowa,Wright County,4136,1996,6254,0.661336744,0.31915574
Kansas,Allen County,4155,1559,5842,0.711229031,0.266860664
Kansas,Anderson County,2874,765,3720,0.772580645,0.205645161
Kansas,Atchison County,4826,2314,7312,0.660010941,0.316466083
Kansas,Barber County,1992,284,2313,0.861219196,0.122784263
Kansas,Barton County,8480,2302,10961,0.773652039,0.210017334
Kansas,Bourbon County,4910,1505,6550,0.749618321,0.229770992
Kansas,Brown County,3206,1088,4396,0.729299363,0.247497725
Kansas,Butler County,22250,9003,31946,0.696487823,0.28181932
Kansas,Chase County,1114,341,1478,0.753721245,0.230717185
Kansas,Chautauqua County,1397,212,1634,0.85495716,0.129742962
Kansas,Cherokee County,6622,2163,8945,0.740301845,0.241811068
Kansas,Cheyenne County,1158,220,1400,0.827142857,0.157142857
Kansas,Clark County,885,143,1048,0.844465649,0.136450382
Kansas,Clay County,3129,883,4134,0.756894049,0.213594582
Kansas,Cloud County,3182,893,4174,0.762338285,0.21394346
Kansas,Coffey County,3407,928,4448,0.76596223,0.208633094
Kansas,Comanche County,745,126,904,0.824115044,0.139380531
Kansas,Cowley County,9442,4171,13911,0.67874344,0.299834663
Kansas,Crawford County,10045,6179,16718,0.600849384,0.369601627
Kansas,Decatur County,1232,208,1458,0.844993141,0.14266118
Kansas,Dickinson County,7045,2040,9246,0.761951114,0.220635951
Kansas,Doniphan County,2949,678,3674,0.802667392,0.184540011
Kansas,Douglas County,16737,39436,57540,0.290875912,0.685366701
Kansas,Edwards County,1127,267,1413,0.797593772,0.18895966
Kansas,Elk County,1130,191,1347,0.838901262,0.141796585
Kansas,Ellis County,9569,3633,13501,0.708762314,0.269091178
Kansas,Ellsworth County,2106,646,2806,0.750534569,0.230220955
Kansas,Finney County,7079,4155,11466,0.617390546,0.36237572
Kansas,Ford County,5763,2926,8850,0.651186441,0.330621469
Kansas,Franklin County,8326,3623,12247,0.679839961,0.29582755
Kansas,Geary County,5193,3825,9311,0.557727419,0.410804425
Kansas,Gove County,1256,163,1433,0.876482903,0.113747383
Kansas,Graham County,1052,222,1302,0.807987711,0.170506912
Kansas,Grant County,1910,497,2452,0.778955954,0.20269168
Kansas,Gray County,1871,337,2240,0.835267857,0.150446429
Kansas,Greeley County,537,77,629,0.853736089,0.122416534
Kansas,Greenwood County,2404,562,3030,0.79339934,0.185478548
Kansas,Hamilton County,684,134,837,0.817204301,0.160095579
Kansas,Harper County,2128,453,2626,0.810357959,0.172505712
Kansas,Harvey County,10015,6652,17034,0.587941764,0.390513091
Kansas,Haskell County,1103,261,1383,0.797541576,0.188720174
Kansas,Hodgeman County,866,151,1033,0.838334947,0.146176186
Kansas,Jackson County,4435,1852,6468,0.685683364,0.286332715
Kansas,Jefferson County,6193,3106,9581,0.646383467,0.324183279
Kansas,Jewell County,1369,211,1608,0.851368159,0.131218905
Kansas,Johnson County,155631,184259,349386,0.445441432,0.52737946
Kansas,Kearny County,1134,255,1413,0.802547771,0.180467091
Kansas,Kingman County,3102,745,3929,0.789513871,0.189615678
Kansas,Kiowa County,957,153,1139,0.840210711,0.134328358
Kansas,Labette County,5639,2607,8414,0.670192536,0.309840742
Kansas,Lane County,757,114,888,0.852477477,0.128378378
Kansas,Leavenworth County,21378,13753,36115,0.591942406,0.380811297
Kansas,Lincoln County,1273,266,1570,0.810828025,0.169426752
Kansas,Linn County,3940,863,4903,0.803589639,0.176014685
Kansas,Logan County,1231,185,1437,0.85664579,0.128740431
Kansas,Lyon County,7381,5878,13622,0.541844076,0.431507855
Kansas,Marion County,4377,1463,5969,0.733288658,0.245099682
Kansas,Marshall County,3662,1239,5023,0.729046387,0.246665339
Kansas,McPherson County,9562,3977,13868,0.68950101,0.28677531
Kansas,Meade County,1508,261,1807,0.834532374,0.144438296
Kansas,Miami County,12116,5133,17624,0.68747163,0.291250567
Kansas,Mitchell County,2454,547,3039,0.807502468,0.179993419
Kansas,Montgomery County,9768,3147,13177,0.741291645,0.238825226
Kansas,Morris County,2085,721,2849,0.731835732,0.253071253
Kansas,Morton County,1004,147,1163,0.863284609,0.126397248
Kansas,Nemaha County,4612,920,5625,0.819911111,0.163555556
Kansas,Neosho County,4795,1727,6629,0.723336853,0.260521949
Kansas,Ness County,1315,147,1487,0.884330868,0.098856759
Kansas,Norton County,1977,361,2390,0.827196653,0.151046025
Kansas,Osage County,5591,2099,7893,0.70834917,0.265931838
Kansas,Osborne County,1590,275,1899,0.83728278,0.14481306
Kansas,Ottawa County,2581,504,3159,0.817030706,0.15954416
Kansas,Pawnee County,2028,635,2712,0.747787611,0.234144543
Kansas,Phillips County,2388,318,2752,0.867732558,0.115552326
Kansas,Pottawatomie County,9247,3257,12815,0.721576278,0.254155287
Kansas,Pratt County,3087,924,4107,0.751643535,0.224981738
Kansas,Rawlins County,1253,214,1496,0.837566845,0.143048128
Kansas,Reno County,17948,8602,27245,0.658763076,0.315727656
Kansas,Republic County,2172,420,2643,0.821793417,0.158910329
Kansas,Rice County,3187,953,4230,0.753427896,0.225295508
Kansas,Riley County,11174,11940,23855,0.468413331,0.500523999
Kansas,Rooks County,2294,332,2661,0.862081924,0.124765126
Kansas,Rush County,1425,291,1748,0.815217391,0.166475973
Kansas,Russell County,2765,591,3429,0.806357539,0.172353456
Kansas,Saline County,15313,8022,23911,0.640416545,0.335494124
Kansas,Scott County,1991,290,2322,0.857450474,0.124892334
Kansas,Sedgwick County,117653,90820,213552,0.55093373,0.425282835
Kansas,Seward County,3285,1736,5099,0.644243969,0.340458914
Kansas,Shawnee County,40443,43015,86122,0.469601263,0.499465874
Kansas,Sheridan County,1237,144,1397,0.885468862,0.103078024
Kansas,Sherman County,2222,386,2673,0.83127572,0.144407033
Kansas,Smith County,1734,328,2092,0.828871893,0.156787763
Kansas,Stafford County,1631,355,2017,0.808626673,0.176003966
Kansas,Stanton County,607,147,767,0.791395046,0.191655802
Kansas,Stevens County,1731,233,1997,0.8668002,0.116675013
Kansas,Sumner County,7998,2551,10779,0.74199833,0.236663883
Kansas,Thomas County,3106,622,3794,0.818661044,0.163943068
Kansas,Trego County,1341,238,1603,0.836556457,0.148471616
Kansas,Wabaunsee County,2813,956,3861,0.728567729,0.247604248
Kansas,Wallace County,762,44,817,0.932680539,0.053855569
Kansas,Washington County,2332,467,2843,0.820260288,0.164263102
Kansas,Wichita County,803,147,961,0.835587929,0.152965661
Kansas,Wilson County,3111,711,3899,0.797896897,0.18235445
Kansas,Woodson County,1189,283,1495,0.795317726,0.189297659
Kansas,Wyandotte County,18512,35566,55107,0.335928285,0.645398951
Kentucky,Adair County,7276,1392,8768,0.829835766,0.158759124
Kentucky,Allen County,7587,1642,9364,0.810230671,0.175352413
Kentucky,Anderson County,9661,3348,13254,0.728912027,0.252602988
Kentucky,Ballard County,3356,825,4225,0.794319527,0.195266272
Kentucky,Barren County,14654,5127,20064,0.730362839,0.255532297
Kentucky,Bath County,3986,1573,5627,0.708370357,0.279545051
Kentucky,Bell County,8140,1789,10044,0.81043409,0.178116288
Kentucky,Boone County,44814,20901,66998,0.668885638,0.311964536
Kentucky,Bourbon County,6190,3296,9648,0.641583748,0.341625207
Kentucky,Boyd County,14295,7083,21751,0.657211163,0.3256402
Kentucky,Boyle County,8872,5298,14478,0.612791822,0.365934521
Kentucky,Bracken County,3398,800,4246,0.800282619,0.188412624
Kentucky,Breathitt County,4265,1301,5661,0.753400459,0.229818053
Kentucky,Breckinridge County,7701,2350,10201,0.754925988,0.230369572
Kentucky,Bullitt County,30708,10552,41998,0.731177675,0.25125006
Kentucky,Butler County,4960,1079,6125,0.809795918,0.176163265
Kentucky,Caldwell County,4906,1433,6434,0.762511657,0.222723034
Kentucky,Calloway County,11352,5797,17457,0.650283554,0.332073094
Kentucky,Campbell County,28482,19374,48878,0.58271615,0.396374647
Kentucky,Carlisle County,2159,463,2638,0.818423048,0.175511751
Kentucky,Carroll County,2954,1116,4136,0.714216634,0.269825919
Kentucky,Carter County,8775,2642,11586,0.757379596,0.228033834
Kentucky,Casey County,6179,918,7171,0.86166504,0.128015618
Kentucky,Christian County,15080,8296,23863,0.631940661,0.347651175
Kentucky,Clark County,11811,6004,18139,0.651138431,0.330999504
Kentucky,Clay County,6677,831,7591,0.879594256,0.109471743
Kentucky,Clinton County,4280,603,4932,0.867802109,0.122262774
Kentucky,Crittenden County,3451,731,4242,0.813531353,0.172324375
Kentucky,Cumberland County,2769,508,3309,0.836808704,0.153520701
Kentucky,Daviess County,31025,17286,49287,0.629476333,0.350721286
Kentucky,Edmonson County,4828,1227,6132,0.787345075,0.200097847
Kentucky,Elliott County,2246,712,2995,0.749916528,0.237729549
Kentucky,Estill County,5100,1355,6540,0.779816514,0.207186544
Kentucky,Fayette County,58860,90600,152912,0.384927278,0.592497646
Kentucky,Fleming County,5534,1474,7068,0.782965478,0.208545557
Kentucky,Floyd County,12250,3884,16353,0.749098025,0.237509937
Kentucky,Franklin County,12900,12652,26072,0.494783676,0.485271556
Kentucky,Fulton County,1606,794,2426,0.661995054,0.327287716
Kentucky,Gallatin County,2955,822,3849,0.767731878,0.213561964
Kentucky,Garrard County,6754,1830,8706,0.775786814,0.210199862
Kentucky,Grant County,8725,2205,11108,0.785469932,0.198505582
Kentucky,Graves County,13206,3560,17019,0.775956284,0.209177978
Kentucky,Grayson County,9453,2400,11985,0.78873592,0.200250313
Kentucky,Green County,4838,920,5812,0.832415692,0.158293187
Kentucky,Greenup County,13064,4873,18176,0.71875,0.268100792
Kentucky,Hancock County,3145,1351,4587,0.685633312,0.294528014
Kentucky,Hardin County,29832,18101,48941,0.609550275,0.369853497
Kentucky,Harlan County,9367,1494,10971,0.853796372,0.136177194
Kentucky,Harrison County,6334,2400,8859,0.714979117,0.270910938
Kentucky,Hart County,6345,1908,8370,0.758064516,0.227956989
Kentucky,Henderson County,12730,7639,20697,0.615064985,0.369087307
Kentucky,Henry County,5843,2142,8110,0.720468557,0.264118372
Kentucky,Hickman County,1714,458,2199,0.779445202,0.208276489
Kentucky,Hopkins County,15757,5439,21512,0.732474898,0.252835627
Kentucky,Jackson County,5453,605,6113,0.892033372,0.098969409
Kentucky,Jefferson County,150646,228358,386629,0.38963968,0.590638571
Kentucky,Jessamine County,17096,8567,26280,0.650532725,0.325989346
Kentucky,Johnson County,8450,1608,10192,0.829081633,0.157770801
Kentucky,Kenton County,48129,32271,82198,0.585525195,0.392600793
Kentucky,Knott County,4780,1412,6252,0.764555342,0.225847729
