SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2020,NPOPCHG_2020,BIRTHS2020,DEATHS2020,NATURALINC2020,INTERNATIONALMIG2020,DOMESTICMIG2020,NETMIG2010,NETMIG2020,RESIDUAL2020,GQESTIMATES2020,RBIRTH2020,RDEATH2020,RNATURALINC2020,RINTERNATIONALMIG2020,RDOMESTICMIG2020,RNETMIG2020
50,2,4,27,143,Minnesota,Sibley County,15226,15234,14715,-153,168,137,31,10,-193,-3,-183,-1,230,11.35787446,9.262076192,2.095798263,0.676063956,-13.04803434,-12.37197039
50,2,4,27,145,Minnesota,Stearns County,150642,150646,162038,962,2024,1143,881,494,-420,-141,74,7,6843,12.52808606,7.074902356,5.453183706,3.057744326,-2.599701653,0.458042672
50,2,4,27,147,Minnesota,Steele County,36576,36581,36596,-91,396,332,64,1,-156,-121,-155,0,594,10.80741782,9.060764434,1.746653385,0.027291459,-4.257467626,-4.230176166
50,2,4,27,149,Minnesota,Stevens County,9726,9722,9765,-57,123,92,31,27,-115,-12,-88,0,927,12.55935059,9.393985807,3.165364783,2.756930617,-11.74248226,-8.985551641
50,2,4,27,151,Minnesota,Swift County,9783,9786,9176,-118,113,103,10,12,-140,-14,-128,0,150,12.23605847,11.15322144,1.082837033,1.29940444,-15.15971846,-13.86031402
50,2,4,27,153,Minnesota,Todd County,24895,24889,24732,7,308,225,83,5,-81,-41,-76,0,346,12.45526417,9.09881311,3.356451059,0.202195847,-3.27557272,-3.073376873
50,2,4,27,155,Minnesota,Traverse County,3558,3558,3218,-42,33,33,0,3,-45,-12,-42,0,100,10.18832973,10.18832973,0,0.926211794,-13.89317691,-12.96696511
50,2,4,27,157,Minnesota,Wabasha County,21676,21665,21642,94,223,206,17,5,73,-26,78,-1,246,10.32646446,9.539245196,0.787219264,0.231535078,3.380412132,3.61194721
50,2,4,27,159,Minnesota,Wadena County,13843,13843,13807,145,178,183,-5,1,149,-10,150,0,482,12.96006407,13.32411082,-0.364046744,0.072809349,10.84859296,10.92140231
50,2,4,27,161,Minnesota,Waseca County,19136,19138,18550,-8,201,165,36,0,-46,-23,-46,2,974,10.83324351,8.892961087,1.940282419,0,-2.479249757,-2.479249757
50,2,4,27,163,Minnesota,Washington County,238136,238109,265476,2935,2729,1903,826,155,1959,402,2114,-5,3437,10.3367884,7.208101254,3.128687145,0.587102309,7.420215637,8.007317946
50,2,4,27,165,Minnesota,Watonwan County,11211,11211,10792,-54,166,114,52,22,-128,-4,-106,0,150,15.34337739,10.53701821,4.806359183,2.033459654,-11.83103799,-9.797578334
50,2,4,27,167,Minnesota,Wilkin County,6576,6576,6161,-62,67,76,-9,0,-53,0,-53,0,152,10.82041344,12.27390181,-1.453488372,0,-8.559431525,-8.559431525
50,2,4,27,169,Minnesota,Winona County,51461,51461,50485,-174,462,461,1,34,-211,-81,-177,2,3913,9.135489995,9.115716207,0.019773788,0.672308788,-4.17226924,-3.499960452
50,2,4,27,171,Minnesota,Wright County,124700,124695,140249,1707,1731,956,775,42,887,89,929,3,1105,12.41790445,6.858184088,5.559720364,0.301300975,6.36318963,6.664490604
50,2,4,27,173,Minnesota,Yellow Medicine County,10438,10445,9580,-156,104,105,-1,2,-157,-6,-155,0,290,10.76827501,10.87181611,-0.103541106,0.207082212,-16.25595361,-16.0488714
40,3,6,28,0,Mississippi,Mississippi,2967297,2968129,2966786,-11441,35901,33888,2013,787,-14205,-405,-13418,-36,90657,12.07768595,11.4004797,0.677206257,0.264759724,-4.778795269,-4.514035545
50,3,6,28,1,Mississippi,Adams County,32297,32304,30275,-461,324,436,-112,-8,-340,233,-348,-1,2313,10.62103555,14.29250463,-3.671469079,-0.262247791,-11.14553113,-11.40777893
50,3,6,28,3,Mississippi,Alcorn County,37057,37062,36889,-154,414,505,-91,2,-66,21,-64,1,782,11.1994806,13.66120219,-2.461721582,0.054103771,-1.785424444,-1.731320673
50,3,6,28,5,Mississippi,Amite County,13131,13135,12205,-81,127,164,-37,-1,-44,-18,-45,1,113,10.37115675,13.39267486,-3.021518109,-0.081662652,-3.59315667,-3.674819321
50,3,6,28,7,Mississippi,Attala County,19564,19562,18004,-169,230,271,-41,0,-126,-31,-126,-2,345,12.71526108,14.98189457,-2.266633496,0,-6.965751721,-6.965751721
50,3,6,28,9,Mississippi,Benton County,8729,8730,8351,73,85,104,-19,-2,94,-17,92,0,78,10.22310422,12.50826869,-2.285164472,-0.240543629,11.30555054,11.06500692
50,3,6,28,11,Mississippi,Bolivar County,34145,34151,30142,-572,405,426,-21,9,-558,-101,-549,-2,1353,13.31010911,14.00026292,-0.690153806,0.295780202,-18.33837255,-18.04259235
50,3,6,28,13,Mississippi,Calhoun County,14962,14957,14241,-124,170,189,-19,0,-103,-17,-103,-2,212,11.8856184,13.21401105,-1.328392645,0,-7.201286443,-7.201286443
50,3,6,28,15,Mississippi,Carroll County,10597,10601,9732,-196,88,120,-32,0,-163,-3,-163,-1,365,8.952187182,12.20752798,-3.255340793,0,-16.58189217,-16.58189217
50,3,6,28,17,Mississippi,Chickasaw County,17392,17389,16951,-75,228,209,19,0,-93,-13,-93,-1,492,13.42084351,12.30243989,1.118403626,0,-5.474291432,-5.474291432
50,3,6,28,19,Mississippi,Choctaw County,8547,8552,8063,-129,76,118,-42,1,-88,3,-87,0,122,9.350968933,14.51860966,-5.167640726,0.123039065,-10.82743771,-10.70439865
50,3,6,28,21,Mississippi,Claiborne County,9604,9595,8911,-87,115,112,3,4,-95,-46,-91,1,1292,12.84270479,12.5076777,0.335027081,0.446702775,-10.60919091,-10.16248813
50,3,6,28,23,Mississippi,Clarke County,16732,16724,15299,-207,189,212,-23,0,-182,-26,-182,-2,52,12.27073527,13.76399935,-1.493264081,0,-11.81626359,-11.81626359
50,3,6,28,25,Mississippi,Clay County,20634,20658,19352,3,237,241,-4,4,2,-59,6,1,303,12.24774554,12.45445854,-0.206713005,0.206713005,0.103356502,0.310069507
50,3,6,28,27,Mississippi,Coahoma County,26151,26151,21564,-531,329,310,19,-6,-541,-64,-547,-3,758,15.07134841,14.20096658,0.870381823,-0.274857418,-24.78297716,-25.05783458
50,3,6,28,29,Mississippi,Copiah County,29449,29451,27933,-166,353,343,10,13,-188,-59,-175,-1,987,12.59994289,12.243004,0.356938892,0.46402056,-6.710451171,-6.246430611
50,3,6,28,31,Mississippi,Covington County,19568,19573,18518,-44,226,240,-14,0,-29,19,-29,-1,237,12.18985976,12.94498382,-0.755124056,0,-1.564185545,-1.564185545
50,3,6,28,33,Mississippi,DeSoto County,161252,161267,188275,2890,2129,1568,561,9,2329,257,2338,-9,627,11.39538618,8.392656426,3.002729754,0.048172135,12.46587807,12.51405021
50,3,6,28,35,Mississippi,Forrest County,74934,74859,75009,-26,1040,791,249,87,-365,-45,-278,3,2823,13.8626003,10.54357389,3.319026419,1.159659833,-4.86523953,-3.705579697
50,3,6,28,37,Mississippi,Franklin County,8118,8114,7657,-37,84,87,-3,2,-36,6,-34,0,67,10.94391245,11.33476647,-0.390854016,0.260569344,-4.690248192,-4.429678848
50,3,6,28,39,Mississippi,George County,22578,22582,24425,-10,351,282,69,1,-82,63,-81,2,570,14.36758084,11.54318461,2.824396234,0.040933279,-3.356528858,-3.315595579
50,3,6,28,41,Mississippi,Greene County,14400,14387,13477,-92,125,130,-5,5,-92,-24,-87,0,2559,9.243511055,9.613251497,-0.369740442,0.369740442,-6.803224137,-6.433483694
50,3,6,28,43,Mississippi,Grenada County,21906,21903,20610,-122,254,271,-17,-2,-103,-26,-105,0,226,12.28774612,13.11015432,-0.822408205,-0.096753906,-4.982826182,-5.079580088
50,3,6,28,45,Mississippi,Hancock County,43929,44037,48000,327,473,536,-63,-14,404,81,390,0,558,9.887847146,11.20483313,-1.316985984,-0.292663552,8.445433926,8.152770374
50,3,6,28,47,Mississippi,Harrison County,187105,187109,208801,942,2624,2201,423,54,452,513,506,13,5136,12.59540153,10.56496904,2.030432487,0.259204147,2.169634714,2.428838861
50,3,6,28,49,Mississippi,Hinds County,245285,245360,227966,-3953,2889,2340,549,117,-4594,-34,-4477,-25,8010,12.56401057,10.17645716,2.38755341,0.508822858,-19.97890777,-19.47008491
50,3,6,28,51,Mississippi,Holmes County,19198,19483,16726,-310,211,250,-39,0,-269,-95,-269,-2,844,12.49925952,14.8095492,-2.310289675,0,-15.93507494,-15.93507494
50,3,6,28,53,Mississippi,Humphreys County,9375,9373,7827,-229,92,126,-34,-2,-193,-67,-195,0,83,11.58471322,15.86602027,-4.281307058,-0.251841592,-24.30271359,-24.55455518
50,3,6,28,55,Mississippi,Issaquena County,1406,1399,1220,-104,10,16,-6,0,-97,-10,-97,-1,280,7.86163522,12.57861635,-4.716981132,0,-76.25786164,-76.25786164
50,3,6,28,57,Mississippi,Itawamba County,23401,23399,23261,-90,261,299,-38,2,-56,16,-54,2,884,11.19883292,12.82931434,-1.630481421,0.085814812,-2.402814726,-2.316999914
50,3,6,28,59,Mississippi,Jackson County,139668,139669,143802,415,1562,1584,-22,118,312,-239,430,7,1336,10.87785396,11.03106317,-0.153209211,0.821758494,2.172785169,2.994543663
50,3,6,28,61,Mississippi,Jasper County,17062,17067,16332,-36,195,212,-17,0,-20,-91,-20,1,87,11.92660551,12.96636086,-1.039755352,0,-1.22324159,-1.22324159
50,3,6,28,63,Mississippi,Jefferson County,7726,7734,6997,-25,81,78,3,0,-29,-30,-29,1,365,11.55574577,11.12775519,0.427990584,0,-4.137242314,-4.137242314
50,3,6,28,65,Mississippi,Jefferson Davis County,12487,12475,10890,-199,116,165,-49,0,-148,-31,-148,-2,110,10.55553028,15.01433186,-4.458801583,0,-13.4674007,-13.4674007
50,3,6,28,67,Mississippi,Jones County,67761,67778,67993,-289,916,859,57,-11,-335,27,-346,0,1921,13.44340488,12.60686113,0.836543753,-0.161438268,-4.916529077,-5.077967345
50,3,6,28,69,Mississippi,Kemper County,10456,10438,9521,-259,85,111,-26,0,-231,3,-231,-2,832,8.807833791,11.50199472,-2.694160924,0,-23.9365836,-23.9365836
50,3,6,28,71,Mississippi,Lafayette County,47351,47361,54408,169,520,428,92,26,44,119,70,7,4349,9.572284555,7.878726518,1.693558037,0.478614228,0.809962539,1.288576767
50,3,6,28,73,Mississippi,Lamar County,55658,55732,64165,718,750,457,293,27,398,304,425,0,395,11.75438047,7.162335831,4.592044635,0.423157697,6.237657901,6.660815597
50,3,6,28,75,Mississippi,Lauderdale County,80261,80280,73751,-868,880,906,-26,7,-846,40,-839,-3,3727,11.8622363,12.21271147,-0.350475163,0.094358698,-11.40392263,-11.30956393
50,3,6,28,77,Mississippi,Lawrence County,12929,12951,12480,-127,139,159,-20,1,-106,-50,-105,-2,0,11.0814366,12.67588791,-1.594451309,0.079722566,-8.45059194,-8.370869375
50,3,6,28,79,Mississippi,Leake County,23805,23795,22741,-89,320,290,30,-2,-118,-41,-120,1,1688,14.04401922,12.72739242,1.316626802,-0.08777512,-5.178732088,-5.266507209
50,3,6,28,81,Mississippi,Lee County,82910,82906,85466,-208,1076,1050,26,77,-315,-40,-238,4,1060,12.57450041,12.2706556,0.303844805,0.899848078,-3.681196681,-2.781348603
50,3,6,28,83,Mississippi,Leflore County,32317,32382,27854,-348,389,365,24,2,-373,-57,-371,-1,1264,13.87897817,13.02269159,0.856286571,0.071357214,-13.30812045,-13.23676324
50,3,6,28,85,Mississippi,Lincoln County,34869,34867,33936,-175,393,440,-47,-2,-126,-8,-128,0,648,11.55083986,12.93223801,-1.381398151,-0.0587829,-3.703322703,-3.762105603
50,3,6,28,87,Mississippi,Lowndes County,59779,59779,58309,-312,794,678,116,45,-473,-18,-428,0,1232,13.58077482,11.59668178,1.984093047,0.769691268,-8.090310442,-7.320619174
50,3,6,28,89,Mississippi,Madison County,95203,95208,106871,537,1343,1174,169,56,304,258,360,8,1771,12.59820361,11.01287493,1.585328674,0.52531601,2.851715485,3.377031496
50,3,6,28,91,Mississippi,Marion County,27088,27075,24441,-63,292,373,-81,0,18,-30,18,0,808,11.93176014,15.24159771,-3.309837573,0,0.735519461,0.735519461
50,3,6,28,93,Mississippi,Marshall County,37144,37159,35301,-1,406,486,-80,-4,82,-51,78,1,1786,11.50092772,13.76712038,-2.266192655,-0.113309633,2.322847471,2.209537838
50,3,6,28,95,Mississippi,Monroe County,36989,36971,35123,-168,385,463,-78,-2,-89,-102,-91,1,399,10.93532536,13.15079388,-2.215468515,-0.056806885,-2.527906382,-2.584713267
50,3,6,28,97,Mississippi,Montgomery County,10925,10929,9661,-105,117,145,-28,0,-77,-4,-77,0,97,12.04509188,14.92767797,-2.882586092,0,-7.927111752,-7.927111752
50,3,6,28,99,Mississippi,Neshoba County,29676,29694,28996,-151,433,405,28,1,-180,-45,-179,0,367,14.8943123,13.9311697,0.963142597,0.03439795,-6.191630979,-6.157233029
50,3,6,28,101,Mississippi,Newton County,21720,21717,20866,-121,259,290,-31,-1,-89,-13,-90,0,553,12.37665161,13.8580269,-1.48137529,-0.0477863,-4.25298067,-4.30076697
50,3,6,28,103,Mississippi,Noxubee County,11545,11546,10236,-189,152,137,15,1,-203,-45,-202,-2,157,14.71371182,13.26170079,1.452011035,0.096800736,-19.65054934,-19.55374861
50,3,6,28,105,Mississippi,Oktibbeha County,47671,47657,49789,246,513,388,125,76,42,-41,118,3,4722,10.32899771,7.812185399,2.516812306,1.530221882,0.845648935,2.375870817
50,3,6,28,107,Mississippi,Panola County,34707,34701,33848,-254,485,456,29,-2,-280,-41,-282,-1,316,14.27520236,13.42163355,0.853568801,-0.058866814,-8.241353937,-8.300220751
50,3,6,28,109,Mississippi,Pearl River County,55834,55726,55876,124,616,713,-97,-13,233,-44,220,1,1236,11.03665747,12.77457269,-1.737915218,-0.232916473,4.174579855,3.941663382
50,3,6,28,111,Mississippi,Perry County,12250,12252,11862,-136,140,136,4,0,-139,4,-139,-1,102,11.73512154,11.39983236,0.335289187,0,-11.65129925,-11.65129925
50,3,6,28,113,Mississippi,Pike County,40404,40402,38997,-287,521,553,-32,-1,-255,-18,-256,1,945,13.31102055,14.12858804,-0.817567481,-0.025548984,-6.514990866,-6.54053985
50,3,6,28,115,Mississippi,Pontotoc County,29957,29954,32461,181,449,290,159,3,19,69,22,0,233,13.87065384,8.958774193,4.911879644,0.092676974,0.586954171,0.679631146
50,3,6,28,117,Mississippi,Prentiss County,25276,25281,25013,-61,283,284,-1,3,-63,-84,-60,0,722,11.30033741,11.34026793,-0.039930521,0.119791563,-2.515622816,-2.395831254
50,3,6,28,119,Mississippi,Quitman County,8223,8216,6760,-48,70,107,-37,0,-11,-41,-11,0,142,10.31839623,15.77240566,-5.454009434,0,-1.621462264,-1.621462264
50,3,6,28,121,Mississippi,Rankin County,141617,142049,155975,633,1715,1339,376,29,218,225,247,10,6357,11.01770864,8.602164353,2.415544284,0.186305277,1.400501739,1.586807017
50,3,6,28,123,Mississippi,Scott County,28264,28267,28061,-142,454,332,122,16,-280,18,-264,0,184,16.1382056,11.80150718,4.336698422,0.568747334,-9.953078345,-9.384331011
50,3,6,28,125,Mississippi,Sharkey County,4916,4916,4160,-152,57,50,7,1,-159,-50,-158,-1,108,13.45609065,11.80358829,1.652502361,0.236071766,-37.53541076,-37.299339
50,3,6,28,127,Mississippi,Simpson County,27503,27500,26629,-174,324,324,0,10,-183,-17,-173,-1,545,12.12756401,12.12756401,0,0.374307531,-6.849827819,-6.475520287
50,3,6,28,129,Mississippi,Smith County,16491,16484,15779,-61,188,197,-9,0,-51,-34,-51,-1,118,11.89158417,12.46086214,-0.569277966,0,-3.225908473,-3.225908473
50,3,6,28,131,Mississippi,Stone County,17786,17790,18360,71,218,199,19,0,51,83,51,1,1276,11.89664111,10.85977789,1.036863216,0,2.783159159,2.783159159
50,3,6,28,133,Mississippi,Sunflower County,29450,29383,24740,-391,271,322,-51,2,-341,-508,-339,-1,4053,10.86803954,12.91331636,-2.045276814,0.080206934,-13.67528223,-13.59507529
50,3,6,28,135,Mississippi,Tallahatchie County,15378,15385,13707,-224,155,157,-2,1,-220,-32,-219,-3,2462,11.21644113,11.3611694,-0.144728273,0.072364136,-15.92010999,-15.84774586
50,3,6,28,137,Mississippi,Tate County,28886,28863,28539,235,352,318,34,-2,203,75,201,0,1066,12.38499024,11.18871277,1.196277466,-0.070369263,7.142480165,7.072110902
50,3,6,28,139,Mississippi,Tippah County,22232,22232,21748,-273,250,261,-11,-5,-256,-23,-261,-1,324,11.42361032,11.92624917,-0.502638854,-0.228472206,-11.69777697,-11.92624917
50,3,6,28,141,Mississippi,Tishomingo County,19593,19598,19275,-93,190,300,-110,-2,18,16,16,1,283,9.833605051,15.52674482,-5.693139767,-0.103511632,0.931604689,0.828093057
50,3,6,28,143,Mississippi,Tunica County,10778,10778,9392,-210,155,100,55,4,-266,-57,-262,-3,104,16.32094346,10.52964094,5.791302517,0.421185638,-28.0088449,-27.58765926
50,3,6,28,145,Mississippi,Union County,27134,27131,28866,155,348,297,51,15,87,4,102,2,277,12.0881602,10.31661948,1.771540719,0.521041388,3.022040051,3.543081439
50,3,6,28,147,Mississippi,Walthall County,15443,15440,14294,-22,160,190,-30,1,7,-30,8,0,102,11.18490038,13.28206921,-2.097168822,0.069905627,0.489339392,0.559245019
50,3,6,28,149,Mississippi,Warren County,48773,48770,44841,-636,555,534,21,26,-681,-15,-655,-2,522,12.28990899,11.82488541,0.465023583,0.575743484,-15.08005049,-14.504307
50,3,6,28,151,Mississippi,Washington County,51137,51135,42837,-1136,573,671,-98,13,-1044,-134,-1031,-7,595,13.2012441,15.4590485,-2.2578044,0.299504665,-24.05252851,-23.75302385
50,3,6,28,153,Mississippi,Wayne County,20747,20754,20317,131,265,216,49,0,83,1,83,-1,137,13.08545046,10.6658766,2.419573859,0,4.098461842,4.098461842
50,3,6,28,155,Mississippi,Webster County,10253,10263,9676,-26,118,144,-26,-1,0,17,-1,1,55,12.17875942,14.86221488,-2.683455465,-0.103209826,0,-0.103209826
50,3,6,28,157,Mississippi,Wilkinson County,9878,9878,8351,-277,94,132,-38,-1,-236,-31,-237,-2,1061,11.07250133,15.54861888,-4.476117557,-0.117792567,-27.79904588,-27.91683845
50,3,6,28,159,Mississippi,Winston County,19198,19201,17845,-148,192,248,-56,-1,-91,-17,-92,0,459,10.71488364,13.84005804,-3.125174396,-0.055806686,-5.078408393,-5.134215079
50,3,6,28,161,Mississippi,Yalobusha County,12678,12678,11982,-122,139,191,-52,-1,-68,-29,-69,-1,151,11.54197459,15.85983559,-4.317860998,-0.083035788,-5.646433613,-5.729469401
50,3,6,28,163,Mississippi,Yazoo County,28065,28065,26982,-2716,309,287,22,2,-2720,16,-2718,-20,4577,10.90331687,10.12702893,0.776287932,0.07057163,-95.97741708,-95.90684545
40,2,4,29,0,Missouri,Missouri,5988927,5988941,6151548,11073,71982,65045,6937,5360,-1267,1497,4093,43,166664,11.7119859,10.58328641,1.128699483,0.872110311,-0.206149956,0.665960355
50,2,4,29,1,Missouri,Adair County,25607,25617,25399,-112,288,229,59,92,-264,-17,-172,1,2916,11.31408368,8.996267924,2.317815753,3.614221175,-10.37124337,-6.757022196
50,2,4,29,3,Missouri,Andrew County,17291,17296,17586,-113,200,184,16,-1,-129,52,-130,1,192,11.33626187,10.42936092,0.906900949,-0.056681309,-7.311888905,-7.368570214
50,2,4,29,5,Missouri,Atchison County,5685,5683,5096,-13,44,84,-40,2,25,-28,27,0,98,8.62322391,16.46251837,-7.839294463,0.391964723,4.89955904,5.291523763
50,2,4,29,7,Missouri,Audrain County,25529,25531,24835,-127,306,297,9,0,-136,-67,-136,0,1791,12.28989698,11.92842942,0.361467558,0,-5.462176436,-5.462176436
50,2,4,29,9,Missouri,Barry County,35597,35601,35818,29,402,415,-13,-11,53,-12,42,0,296,11.22795257,11.59104557,-0.363092994,-0.307232533,1.480302205,1.173069672
50,2,4,29,11,Missouri,Barton County,12402,12396,11592,-89,127,146,-19,0,-71,-19,-71,1,90,10.9139346,12.54672797,-1.632793366,0,-6.101490998,-6.101490998
50,2,4,29,13,Missouri,Bates County,17049,17047,16242,29,174,203,-29,3,54,-3,57,1,311,10.7225389,12.50962872,-1.787089817,0.18487136,3.327684486,3.512555847
50,2,4,29,15,Missouri,Benton County,19056,19070,19627,150,170,330,-160,-1,312,44,311,-1,244,8.694762684,16.87806874,-8.183306056,-0.051145663,15.95744681,15.90630115
50,2,4,29,17,Missouri,Bollinger County,12363,12365,12111,-31,141,141,0,1,-31,-24,-30,-1,163,11.62742754,11.62742754,0,0.082464025,-2.556384777,-2.473920752
50,2,4,29,19,Missouri,Boone County,162642,162652,182991,1907,2059,1245,814,489,589,352,1078,15,9035,11.31085628,6.839250155,4.471606125,2.686259699,3.235597061,5.92185676
50,2,4,29,21,Missouri,Buchanan County,89201,89191,86530,-682,1045,951,94,99,-872,-211,-773,-3,4071,12.02933085,10.94726664,1.08206421,1.139620817,-10.03787225,-8.89825143
50,2,4,29,23,Missouri,Butler County,42794,42792,42178,-396,518,592,-74,2,-322,19,-320,-2,864,12.22390032,13.9701718,-1.746271474,0.047196526,-7.59864074,-7.551444214
50,2,4,29,25,Missouri,Caldwell County,9424,9418,9051,12,100,104,-4,1,15,0,16,0,214,11.05583195,11.49806523,-0.442233278,0.11055832,1.658374793,1.768933112
50,2,4,29,27,Missouri,Callaway County,44332,44331,44887,125,491,454,37,11,76,-12,87,1,3622,10.95383105,10.12838961,0.825441444,0.24540151,1.695501344,1.940902855
50,2,4,29,29,Missouri,Camden County,44002,44033,46414,203,360,582,-222,-1,429,49,428,-3,774,7.773279352,12.56680162,-4.793522267,-0.021592443,9.263157895,9.241565452
50,2,4,29,31,Missouri,Cape Girardeau County,75674,75676,79512,541,879,811,68,115,354,137,469,4,3827,11.0926724,10.2345362,0.858136204,1.451259757,4.46735612,5.918615877
50,2,4,29,33,Missouri,Carroll County,9295,9294,8554,-144,86,115,-29,2,-115,-5,-113,-2,88,9.969858567,13.33178762,-3.361929052,0.231857176,-13.33178762,-13.09993044
50,2,4,29,35,Missouri,Carter County,6265,6265,5991,10,72,92,-20,0,32,27,32,-2,40,12.02806549,15.36919479,-3.341129302,0,5.345806883,5.345806883
50,2,4,29,37,Missouri,Cass County,99478,99500,106806,1075,1155,1079,76,-4,1004,144,1000,-1,1045,10.8686958,10.15352621,0.715169594,-0.037640505,9.447766742,9.410126237
50,2,4,29,39,Missouri,Cedar County,13982,13982,14322,21,194,224,-30,1,50,20,51,0,156,13.55553226,15.65174859,-2.09621633,0.069873878,3.493693883,3.56356776
50,2,4,29,41,Missouri,Chariton County,7831,7816,7360,-103,90,103,-13,0,-89,14,-89,-1,213,12.14329083,13.89732173,-1.754030898,0,-12.00836538,-12.00836538
50,2,4,29,43,Missouri,Christian County,77422,77414,90655,1742,1062,759,303,55,1388,262,1443,-4,582,11.82838813,8.453622026,3.374766105,0.612581306,15.4593246,16.07190591
50,2,4,29,45,Missouri,Clark County,7139,7132,6830,26,73,73,0,3,23,2,26,0,90,10.70852281,10.70852281,0,0.44007628,3.373918146,3.813994426
50,2,4,29,47,Missouri,Clay County,221939,221905,253463,2941,3118,2000,1118,130,1687,341,1817,6,2657,12.37338413,7.936744149,4.436639979,0.51588837,6.69464369,7.21053206
50,2,4,29,49,Missouri,Clinton County,20743,20742,20553,119,227,243,-16,-1,135,-12,134,1,424,11.07668285,11.85741821,-0.780735355,-0.04879596,6.587454559,6.538658599
50,2,4,29,51,Missouri,Cole County,75990,75970,76191,-583,861,757,104,73,-756,66,-683,-4,4239,11.2574772,9.897689014,1.359788187,0.954466708,-9.884614127,-8.930147419
50,2,4,29,53,Missouri,Cooper County,17601,17602,17102,-461,204,198,6,2,-467,-18,-465,-2,982,11.76979663,11.42362614,0.346170489,0.115390163,-26.94360306,-26.82821289
50,2,4,29,55,Missouri,Crawford County,24696,24720,23739,-117,254,332,-78,-4,-34,-55,-38,-1,332,10.67339006,13.95104528,-3.277655216,-0.168084883,-1.428721504,-1.596806387
50,2,4,29,57,Missouri,Dade County,7883,7879,7568,21,70,115,-45,2,65,-13,67,-1,133,9.262322197,15.21667218,-5.954349983,0.264637777,8.600727754,8.865365531
50,2,4,29,59,Missouri,Dallas County,16777,16769,17219,235,233,231,2,15,219,-32,234,-1,199,13.62453586,13.50758705,0.116948806,0.877116043,12.80589422,13.68301026
50,2,4,29,61,Missouri,Daviess County,8433,8424,8283,10,124,93,31,0,-20,8,-20,-1,152,14.97946364,11.23459773,3.74486591,0,-2.416042522,-2.416042522
50,2,4,29,63,Missouri,DeKalb County,12892,12888,10944,142,92,95,-3,1,145,5,146,-1,1851,8.461326221,8.737239033,-0.275912812,0.091970937,13.33578589,13.42775683
50,2,4,29,65,Missouri,Dent County,15657,15692,15481,-67,161,229,-68,6,-6,30,0,1,201,10.37738889,14.76038545,-4.382996552,0.38673499,-0.38673499,0
50,2,4,29,67,Missouri,Douglas County,13684,13686,13344,96,134,179,-45,-2,143,-47,141,0,123,10.07821901,13.46269555,-3.384476534,-0.150421179,10.75511432,10.60469314
50,2,4,29,69,Missouri,Dunklin County,31953,31959,28878,-295,365,452,-87,32,-241,-36,-209,1,645,12.57514944,15.57251382,-2.997364386,1.102478855,-8.303043875,-7.20056502
50,2,4,29,71,Missouri,Franklin County,101492,101464,104469,609,1180,1173,7,18,581,-61,599,3,858,11.32823563,11.26103423,0.067201398,0.172803594,5.577716017,5.750519611
50,2,4,29,73,Missouri,Gasconade County,15222,15210,14566,-105,151,227,-76,0,-29,13,-29,0,250,10.32937716,15.52826897,-5.198891815,0,-1.983787666,-1.983787666
50,2,4,29,75,Missouri,Gentry County,6738,6740,6484,-80,86,93,-7,0,-73,-6,-73,0,177,13.18209687,14.25505825,-1.072961373,0,-11.18945432,-11.18945432
50,2,4,29,77,Missouri,Greene County,275174,275179,294997,1498,3347,3048,299,242,946,-28,1188,11,11284,11.37475871,10.35860906,1.016149643,0.822435497,3.214975123,4.03741062
50,2,4,29,79,Missouri,Grundy County,10261,10260,9595,-185,129,129,0,7,-191,11,-184,-1,350,13.31612903,13.31612903,0,0.722580645,-19.71612903,-18.99354839
50,2,4,29,81,Missouri,Harrison County,8957,8961,8321,-25,90,121,-31,0,5,-7,5,1,145,10.799784,14.51970961,-3.719925601,0,0.599988,0.599988
50,2,4,29,83,Missouri,Henry County,22272,22291,22076,105,275,321,-46,-2,155,7,153,-2,233,12.48666198,14.57533998,-2.088678003,-0.090812087,7.037936749,6.947124662
50,2,4,29,85,Missouri,Hickory County,9627,9629,9586,90,82,155,-73,-1,165,25,164,-1,75,8.594486951,16.24567655,-7.651189603,-0.104810816,17.29378472,17.1889739
50,2,4,29,87,Missouri,Holt County,4912,4912,4232,-155,47,69,-22,0,-133,-3,-133,0,101,10.9061376,16.01113818,-5.10500058,0,-30.86204896,-30.86204896
50,2,4,29,89,Missouri,Howard County,10144,10142,10001,19,106,90,16,1,3,-27,4,-1,720,10.60901767,9.007656508,1.601361157,0.100085072,0.300255217,0.400340289
50,2,4,29,91,Missouri,Howell County,40400,40378,40262,178,485,555,-70,4,245,124,249,-1,608,12.0727852,13.81524905,-1.742463844,0.099569363,6.098623454,6.198192816
50,2,4,29,93,Missouri,Iron County,10630,10615,10098,-54,104,174,-70,1,15,-39,16,0,276,10.27160494,17.18518519,-6.913580247,0.098765432,1.481481482,1.580246914
50,2,4,29,95,Missouri,Jackson County,674158,674164,705925,1575,8913,7121,1792,729,-979,-235,-250,33,10935,12.64008793,10.09873961,2.541348319,1.033840918,-1.388381699,-0.354540781
50,2,4,29,97,Missouri,Jasper County,117404,117395,121648,420,1548,1290,258,85,68,155,153,9,2488,12.74724551,10.62270459,2.124540918,0.699945651,0.559956521,1.259902172
